test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
org/springframework/data/redis/core/script/DefaultReactiveScriptExecutorTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,8,0,0,0,0,0,0.0,0.021,0.02,6.601117813587189,1,1,1,1,12,3,8,0,1,1,3,13,13,10,0,11,10,0,1,0,238,60,158,80,90,28,99,112,62,50,1,1,1,1,1,0.18,13,13,13,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/DefaultStreamOperationsIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,1,0,0,0,0,0,0.0,0.001,0.0,6.597419897715252,1,1,1,1,16,4,11,0,1,1,0,17,17,15,6,16,14,0,0,2,372,107,243,146,150,35,175,195,126,69,2,2,3,1,1,0.14,20,20,23,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionTransactionIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,287,0,0,0,0,0,0.0,0.9179999999999999,0.9620000000000001,6.597421669960022,1,1,1,1,13,1,11,0,1,0,0,2,2,2,0,2,0,0,0,2,73,9,40,20,17,24,25,30,16,14,2,2,2,1,1,0.6,3,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/listener/RedisMessageListenerContainerUnitTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,2,0,0,0,0,0,0.0,0.27,0.243,6.59815841515859,1,1,1,1,11,2,8,0,2,0,0,5,5,3,7,3,2,0,0,1,102,23,58,26,32,22,45,49,24,25,1,1,1,1,0,0.38,5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionFactoryUnitTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,55,0,0,0,0,0,0.0,1.33,1.334,6.599834752082825,1,1,1,1,12,3,9,0,9,0,0,66,66,64,3,64,57,0,7,0,1028,265,738,351,489,87,457,540,262,278,2,2,2,1,1,0.12,74,74,74,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/stream/StreamReceiverIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,1,0,0,0,0,0,0.0,0.0,0.0,6.601165262858072,1,1,1,1,9,1,7,1,2,0,0,27,27,10,5,10,9,0,0,1,298,64,210,106,134,62,108,120,77,43,1,1,1,1,0,0.3,27,27,27,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/DefaultReactiveHashOperationsIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,34,0,0,0,0,0,0.0,0.081,0.064,6.600863925615946,1,1,1,1,14,3,11,3,1,1,0,26,26,20,5,21,18,1,0,2,458,109,328,150,234,121,166,188,125,63,1,1,2,1,0,0.37,26,26,30,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/listener/PubSubTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,22,0,0,0,0,0,0.0,101.755,101.681,6.603778811295828,1,1,1,1,8,1,7,0,3,2,1,15,15,11,6,13,8,1,1,3,210,39,143,67,72,29,94,112,58,54,3,3,3,3,1,0.2,19,19,19,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/script/lettuce/LettuceDefaultScriptExecutorTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,12,0,0,0,0,0,0.0,0.02,0.023,6.596598732471466,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,1,0,36,3,12,9,1,21,7,9,8,1,1,1,1,1,0,1.75,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/stream/LettuceStreamMessageListenerContainerIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,1,0,0,0,0,0,0.0,0.0,0.0,6.5960378964742015,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,41,5,15,12,1,21,7,9,8,1,1,1,1,1,0,1.4,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/mapping/Jackson2HashMapperIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,2,0,0,0,0,0,0.0,0.441,0.41100000000000003,6.596429753303528,1,1,1,1,8,1,6,0,1,1,0,4,4,3,3,4,0,0,0,4,88,17,50,30,17,22,34,40,27,13,2,2,2,1,1,0.44,5,5,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueAdapterTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,37,0,0,0,0,0,0.0,0.14400000000000002,0.106,6.597006293137867,1,1,1,1,14,3,10,0,10,2,0,45,43,42,29,44,39,2,0,3,884,250,593,243,375,89,413,469,179,290,3,3,3,1,2,0.15,48,48,48,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/ReactiveStringRedisTemplateIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,1,1,1,1,1,1,1.0,0.046,0.057999999999999996,6.596630167961121,1,1,1,1,4,0,3,0,1,0,0,4,4,3,2,3,2,0,0,1,58,12,26,16,6,21,14,18,13,5,1,1,1,1,0,0.81,4,4,4,4,1.0,2.0,5.0,10.0,4.0,8.0,1.0
org/springframework/data/redis/support/atomic/RedisAtomicLongIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,44,0,0,0,0,0,0.0,0.083,0.10099999999999999,6.598869256178538,1,1,1,1,9,2,6,0,1,1,0,35,35,24,3,25,23,0,0,2,381,109,245,116,143,44,157,183,84,99,1,1,1,1,0,0.18,35,35,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/support/atomic/CompareAndSetIntegrationIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,6,0,0,0,0,0,0.0,0.011000000000000001,0.012,6.598860661188763,1,1,1,1,6,1,5,0,1,1,1,12,12,5,3,6,4,0,0,2,121,28,72,46,38,24,50,57,38,19,1,1,1,1,0,0.33,12,12,12,12,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/atomic/RedisAtomicDoubleIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,48,0,0,0,0,0,0.0,0.087,0.08800000000000001,6.598551229635874,1,1,1,1,9,2,6,0,1,1,0,38,38,26,3,27,25,0,0,2,394,113,255,121,144,52,161,189,87,102,1,1,1,1,0,0.2,38,38,38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/support/atomic/RedisAtomicIntegerIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,44,0,0,0,0,0,0.0,0.081,0.086,6.59912360906601,1,1,1,1,10,2,7,0,1,1,0,36,36,24,3,25,23,0,0,2,400,113,260,121,153,47,164,194,90,104,3,3,3,1,4,0.18,39,39,39,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/support/BoundKeyOperationsIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,3,0,0,0,0,0,0.0,0.013999999999999999,0.015,6.597403701146443,1,1,1,1,7,0,6,0,1,1,0,9,9,7,3,8,5,1,0,2,132,24,87,43,35,25,44,59,30,29,5,5,5,1,1,0.29,15,15,16,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/jedis/JedisConnectionIntegrationTests.java,72073056371172f33bd0e03183dec1880b8a3bf8,294,0,0,0,0,0,0.0,1.125,1.111,6.597912720839182,1,1,1,1,10,1,8,1,3,0,0,34,34,25,0,25,11,0,0,14,408,69,287,118,162,59,157,193,87,106,4,4,4,1,1,0.21,43,43,43,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/DefaultRedisTypeMapperUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,16,0,0,0,0,0,0.0,0.301,0.312,42.57627631823222,1,1,1,1,7,1,5,0,1,0,0,20,20,20,4,20,17,3,0,0,224,52,152,58,74,36,70,94,40,54,3,3,3,1,1,0.24,24,24,24,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueAdapterUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,6,0,0,0,0,0,0.0,0.14400000000000002,0.146,14.678181509176891,1,1,1,1,13,4,9,0,3,0,0,8,8,8,7,8,8,0,0,0,201,50,130,68,60,27,92,103,54,49,1,1,1,1,0,0.21,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/MappingRedisConverterUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,141,0,0,0,0,0,0.0,1.868,1.868,42.57748796145121,1,1,1,1,10,2,7,0,7,0,0,158,158,152,7,152,144,2,0,6,2080,599,1458,635,932,198,870,1034,450,584,4,4,5,1,1,0.14,163,163,164,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/mapping/ObjectHashMapperTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,7,0,0,0,0,0,0.0,0.055,0.04,42.575833880901335,1,1,1,1,6,1,5,0,2,0,0,6,6,5,1,5,4,0,1,0,92,21,50,34,19,26,30,37,28,9,1,1,1,1,0,0.52,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/repository/RedisRepositoryIntegrationTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,22,0,0,0,0,0,0.0,0.34600000000000003,0.638,14.673666000366213,1,1,1,1,11,3,7,0,2,0,0,4,4,4,1,4,1,1,0,2,117,26,72,52,22,20,48,54,40,14,1,1,1,1,0,0.28,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueAdapterTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,37,0,0,0,0,0,0.0,0.106,0.335,1.4681692123413086,1,1,1,1,14,3,10,0,10,2,0,45,43,42,29,44,39,2,0,3,884,250,593,243,375,89,413,469,179,290,3,3,3,1,2,0.15,48,48,48,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueTemplateTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,44,0,0,0,0,0,0.0,0.184,1.358,1.4728891134262083,1,1,1,1,17,3,13,0,8,1,0,56,56,33,36,34,28,0,0,6,952,231,685,221,496,69,452,501,175,326,8,8,8,8,1,0.1,63,63,63,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/configuration/RedisRepositoryConfigurationExtensionUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,8,0,0,0,0,0,0.0,0.175,0.182,33.355606989065805,1,1,1,1,6,1,5,0,9,2,0,13,13,11,7,13,8,5,0,0,201,52,127,76,45,30,56,82,58,24,3,3,3,3,2,0.24,16,16,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/support/QueryByExampleRedisExecutorIntegrationTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,8,0,0,0,0,0,0.0,0.051,0.045,14.67344081401825,1,1,1,1,8,2,6,0,3,1,1,15,15,12,10,13,12,1,0,0,230,55,154,100,69,29,95,111,75,36,1,1,1,1,0,0.19,15,15,15,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/IndexWriterUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,11,0,0,0,0,0,0.0,0.402,0.386,42.57727142572403,1,1,1,1,6,1,5,0,4,0,4,18,18,15,4,15,12,0,0,3,219,54,146,76,64,30,82,100,61,39,1,1,1,1,0,0.21,18,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/KeyspaceIdentifierUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,4,0,0,0,0,0,0.0,0.105,0.083,42.57726980050405,1,1,1,1,6,1,5,0,1,0,0,4,4,4,0,4,4,0,0,0,65,12,33,13,15,24,19,24,9,15,1,1,1,1,0,0.73,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/BinaryKeyspaceIdentifierUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,4,0,0,0,0,0,0.0,0.008,0.006,42.577269275983184,1,1,1,1,6,1,5,0,1,0,0,4,4,4,0,4,4,0,0,0,64,12,32,13,14,24,18,23,9,14,1,1,1,1,0,0.75,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisKeyExpiredEventUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,2,0,0,0,0,0,0.0,0.001,0.001,172.95666436751682,1,1,1,1,6,1,5,0,1,0,0,2,2,2,0,2,2,0,0,0,45,8,17,8,6,22,9,12,6,6,1,1,1,1,0,1.29,2,2,2,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/KeyExpirationEventMessageListenerUnitTests.java,d5ba93cc25ac62bde445b253f99f58e83ff4fd17,2,0,0,0,0,0,0.0,0.025,0.061,172.95587111711498,1,1,1,1,7,2,5,0,1,0,3,3,3,3,3,3,3,0,0,0,74,15,41,29,12,20,29,33,25,8,1,1,1,1,0,0.49,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/IndexWriterUnitTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,11,0,0,0,0,0,0.0,0.386,0.376,0.7727237979571024,1,1,1,1,6,1,5,0,4,0,4,18,18,15,4,15,12,0,0,3,219,54,146,76,64,30,82,100,61,39,1,1,1,1,0,0.21,18,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/BinaryKeyspaceIdentifierUnitTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,4,0,0,0,0,0,0.0,0.006,0.009000000000000001,0.7726212938626608,1,1,1,1,6,1,5,0,1,0,0,4,4,4,0,4,4,0,0,0,64,12,32,13,14,24,18,23,9,14,1,1,1,1,0,0.75,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/convert/MappingRedisConverterUnitTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,141,0,0,0,0,0,0.0,1.868,2.0869999999999997,0.7755689700444539,1,1,1,1,10,2,7,0,7,0,0,158,158,152,7,152,144,2,0,6,2080,599,1458,635,932,198,870,1034,450,584,4,4,5,1,1,0.14,163,163,164,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/KeyspaceIdentifierUnitTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,4,0,0,0,0,0,0.0,0.083,0.109,0.7736788670221965,1,1,1,1,6,1,5,0,1,0,0,4,4,4,0,4,4,0,0,0,65,12,33,13,15,24,19,24,9,15,1,1,1,1,0,0.73,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/mapping/ObjectHashMapperTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,7,0,0,0,0,0,0.0,0.04,0.04,0.7757446487744649,1,1,1,1,6,1,5,0,2,0,0,6,6,5,1,5,4,0,1,0,92,21,50,34,19,26,30,37,28,9,1,1,1,1,0,0.52,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/repository/RedisRepositoryIntegrationTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,22,0,0,0,0,0,0.0,0.638,0.616,0.7757442514101665,1,1,1,1,11,3,7,0,2,0,0,4,4,4,1,4,1,1,0,2,117,26,72,52,22,20,48,54,40,14,1,1,1,1,0,0.28,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/configuration/RedisRepositoryConfigurationExtensionUnitTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,8,0,0,0,0,0,0.0,0.182,0.166,0.7749758005142212,1,1,1,1,6,1,5,0,9,2,0,13,13,11,7,13,8,5,0,0,201,52,127,76,45,30,56,82,58,24,3,3,3,3,2,0.24,16,16,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyExpiredEventUnitTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,2,0,0,0,0,0,0.0,0.001,0.001,0.7741143981615702,1,1,1,1,6,1,5,0,1,0,0,2,2,2,0,2,2,0,0,0,45,8,17,8,6,22,9,12,6,6,1,1,1,1,0,1.29,2,2,2,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/KeyExpirationEventMessageListenerUnitTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,2,0,0,0,0,0,0.0,0.061,0.054000000000000006,0.7741145888964335,1,1,1,1,7,2,5,0,1,0,3,3,3,3,3,3,3,0,0,0,74,15,41,29,12,20,29,33,25,8,1,1,1,1,0,0.49,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisKeyValueAdapterTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,37,0,0,0,0,0,0.0,0.335,0.275,0.7763488094011942,1,1,1,1,14,3,10,0,10,2,0,45,43,42,29,44,39,2,0,3,884,250,593,243,375,89,413,469,179,290,3,3,3,1,2,0.15,48,48,48,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueAdapterUnitTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,6,0,0,0,0,0,0.0,0.146,0.155,0.7780284722646077,1,1,1,1,13,4,9,0,3,0,0,8,8,8,7,8,8,0,0,0,201,50,130,68,60,27,92,103,54,49,1,1,1,1,0,0.21,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueTemplateTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,44,0,0,0,0,0,0.0,1.358,1.41,0.7765702644983927,1,1,1,1,17,3,13,0,8,1,0,56,56,33,36,34,28,0,0,6,952,231,685,221,496,69,452,501,175,326,8,8,8,8,1,0.1,63,63,63,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/support/QueryByExampleRedisExecutorIntegrationTests.java,4e9f4bc4ad358cb890c1ccd17f6442501ad724a0,8,0,0,0,0,0,0.0,0.045,0.043,0.7763476490974426,1,1,1,1,8,2,6,0,3,1,1,15,15,12,10,13,12,1,0,0,230,55,154,100,69,29,95,111,75,36,1,1,1,1,0,0.19,15,15,15,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/mapping/ObjectHashMapperTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,7,0,0,0,0,0,0.0,0.04,0.040999999999999995,0.7895926157633464,1,1,1,1,6,1,5,0,2,0,0,6,6,5,1,5,4,0,1,0,92,21,50,34,19,26,30,37,28,9,1,1,1,1,0,0.52,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/IndexWriterUnitTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,11,0,0,0,0,0,0.0,0.376,0.365,0.7912640015284219,1,1,1,1,6,1,5,0,4,0,4,18,18,15,4,15,12,0,0,3,219,54,146,76,64,30,82,100,61,39,1,1,1,1,0,0.21,18,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/RedisRepositoryIntegrationTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,22,0,0,0,0,0,0.0,0.616,0.623,0.7899251818656922,1,1,1,1,11,3,7,0,2,0,0,4,4,4,1,4,1,1,0,2,117,26,72,52,22,20,48,54,40,14,1,1,1,1,0,0.28,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/MappingRedisConverterUnitTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,141,0,0,0,0,0,0.0,2.0869999999999997,2.108,0.7911927858988445,1,1,1,1,10,2,7,0,7,0,0,158,158,152,7,152,144,2,0,6,2080,599,1458,635,932,198,870,1034,450,584,4,4,5,1,1,0.14,163,163,164,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/BinaryKeyspaceIdentifierUnitTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,4,0,0,0,0,0,0.0,0.009000000000000001,0.008,0.7920602043469747,1,1,1,1,6,1,5,0,1,0,0,4,4,4,0,4,4,0,0,0,64,12,32,13,14,24,18,23,9,14,1,1,1,1,0,0.75,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/convert/KeyspaceIdentifierUnitTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,4,0,0,0,0,0,0.0,0.109,0.10800000000000001,0.7913910269737243,1,1,1,1,6,1,5,0,1,0,0,4,4,4,0,4,4,0,0,0,65,12,33,13,15,24,19,24,9,15,1,1,1,1,0,0.73,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/support/QueryByExampleRedisExecutorIntegrationTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,8,0,0,0,0,0,0.0,0.043,0.051,0.7893918395042421,1,1,1,1,8,2,6,0,3,1,1,15,15,12,10,13,12,1,0,0,230,55,154,100,69,29,95,111,75,36,1,1,1,1,0,0.19,15,15,15,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisKeyValueTemplateTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,44,0,0,0,0,0,0.0,1.41,1.345,0.7900392691294352,1,1,1,1,17,3,13,0,8,1,0,56,56,33,36,34,28,0,0,6,952,231,685,221,496,69,452,501,175,326,8,8,8,8,1,0.1,63,63,63,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/configuration/RedisRepositoryConfigurationExtensionUnitTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,8,0,0,0,0,0,0.0,0.166,0.17800000000000002,0.7916359782218934,1,1,1,1,6,1,5,0,9,2,0,13,13,11,7,13,8,5,0,0,201,52,127,76,45,30,56,82,58,24,3,3,3,3,2,0.24,16,16,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueAdapterTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,37,0,0,0,0,0,0.0,0.275,0.332,0.7912539680798848,1,1,1,1,14,3,10,0,10,2,0,45,43,42,29,44,39,2,0,3,884,250,593,243,375,89,413,469,179,290,3,3,3,1,2,0.15,48,48,48,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueAdapterUnitTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,6,0,0,0,0,0,0.0,0.155,0.149,0.7912549495697021,1,1,1,1,13,4,9,0,3,0,0,8,8,8,7,8,8,0,0,0,201,50,130,68,60,27,92,103,54,49,1,1,1,1,0,0.21,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyExpiredEventUnitTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,2,0,0,0,0,0,0.0,0.001,0.001,0.7922254641850789,1,1,1,1,6,1,5,0,1,0,0,2,2,2,0,2,2,0,0,0,45,8,17,8,6,22,9,12,6,6,1,1,1,1,0,1.29,2,2,2,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/KeyExpirationEventMessageListenerUnitTests.java,daa99f8698d1557c84d08f404cdfc954e9546e13,2,0,0,0,0,0,0.0,0.054000000000000006,0.065,0.7922262032826741,1,1,1,1,7,2,5,0,1,0,3,3,3,3,3,3,3,0,0,0,74,15,41,29,12,20,29,33,25,8,1,1,1,1,0,0.49,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/DefaultZSetOperationsUnitTests.java,b7f2d68d737f4c90857f6fb56eb54ee254b9e82e,3,0,0,0,0,0,0.0,0.004,0.003,53.38801982402803,1,1,1,1,6,1,4,0,1,0,0,4,4,4,2,4,4,0,0,0,71,16,35,21,10,23,20,25,17,8,1,1,1,1,0,0.66,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/DefaultStringRedisConnectionTests.java,b7f2d68d737f4c90857f6fb56eb54ee254b9e82e,273,0,0,0,0,0,0.0,0.10300000000000001,0.099,37.51356769800185,1,1,1,1,5,0,5,0,1,0,0,276,276,276,22,276,7,0,2,267,2192,393,1776,640,899,72,910,1187,362,825,1,1,1,1,0,0.04,276,276,276,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionPipelineIntegrationTests.java,b7f2d68d737f4c90857f6fb56eb54ee254b9e82e,279,0,0,0,0,0,0.0,0.6990000000000001,0.5670000000000001,4.126384162902832,1,1,1,1,6,0,5,0,1,0,0,5,5,3,0,3,0,0,0,3,79,9,45,23,18,25,25,31,17,14,2,2,2,1,1,0.56,6,6,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionTransactionIntegrationTests.java,b7f2d68d737f4c90857f6fb56eb54ee254b9e82e,287,0,0,0,0,0,0.0,0.9620000000000001,0.59,4.122923378149668,1,1,1,1,13,1,11,0,1,0,0,2,2,2,0,2,0,0,0,2,73,9,40,20,17,24,25,30,16,14,2,2,2,1,1,0.6,3,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/DefaultStringRedisConnectionPipelineTxTests.java,b7f2d68d737f4c90857f6fb56eb54ee254b9e82e,276,0,0,0,0,0,0.0,0.47200000000000003,0.409,37.51127137740453,1,1,1,1,4,0,4,0,1,0,0,269,269,269,0,269,1,0,1,267,1867,316,1526,558,703,64,566,836,288,548,1,1,1,1,0,0.04,269,269,269,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/DefaultStringRedisConnectionTxTests.java,b7f2d68d737f4c90857f6fb56eb54ee254b9e82e,275,0,0,0,0,0,0.0,0.149,0.192,37.51097929080328,1,1,1,1,4,0,4,0,1,0,0,271,271,271,0,271,2,0,1,268,1746,316,1405,564,573,64,575,847,288,559,1,1,1,1,0,0.05,271,271,271,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
